issue_id,bim360_account_id,bim360_project_id,display_id,title,description,type_id,subtype_id,status,assignee_id,assignee_type,due_date,location_id,location_details,linked_document_urn,owner_id,root_cause_id,root_cause_category_id,response,response_by,response_at,opened_by,opened_at,closed_by,closed_at,created_by,created_at,updated_by,updated_at,start_date,deleted_at,snapshot_urn,published
ce780d85-fa3b-4462-8f5e-a59178d93a9b,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,44,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,open,115925126619778,user,2018-11-07 00:00:00,,,,4V4WKQJGGQ7N,,,,,,4V4WKQJGGQ7N,2018-11-07 08:28:57.436252,,,4V4WKQJGGQ7N,2018-11-07 08:28:57.448752,4V4WKQJGGQ7N,2018-11-07 08:29:02.926838,,,,
485c07ff-ad84-4c89-9877-6ca8918d503b,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,45,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,open,115925126619778,user,2018-11-07 00:00:00,,,,4V4WKQJGGQ7N,,,,,,4V4WKQJGGQ7N,2018-11-07 08:31:38.181529,,,4V4WKQJGGQ7N,2018-11-07 08:31:38.194314,4V4WKQJGGQ7N,2018-11-07 08:31:42.708526,,,,
62537aad-1d70-4acd-bd07-6bee0cecc5aa,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,61,Who Create Issue by API (from  member 6-27-11:23 ),Who Create Issue by API (from   member 6-27-11:23),59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-02-01 00:00:00,,Room 3; under the window,,BVE5MB3YCEMF,,,,,,,,,,BVE5MB3YCEMF,2018-06-27 03:23:54.798869,,2018-10-22 08:50:28.518,,,,
8f2448f5-b6f4-42c9-8985-d7c1cbe2541c,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,2,xiaodong test issue 1,"",59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,closed,200902260532621,user,2018-06-02 00:00:00,,,urn:adsk.wipprod:dm.lineage:JU2HW8J5QDyc4ug-ACg7zQ,200902260532621,,,done,200902260532621,2018-09-27 01:53:02.282618,,,200902260532621,2018-09-27 01:53:02.282661,200902260532621,2018-05-31 10:03:24.86356,,2018-10-22 08:50:25.095,,,,
f5eae5b1-3566-4014-83aa-a474925e220a,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,58,Who Create Issue by API (from non member 6-27-11:12 ),Who Create Issue by API (from non  member 6-27-11:12),59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,W8ZDPLUTSJKZ,user,2018-02-01 00:00:00,,Room 3; under the window,,H525MUVW4AAB,,,,,,,,,,H525MUVW4AAB,2018-06-27 03:12:51.604231,,2018-10-22 08:50:28.187,,,,
8c8f7917-f7b3-4715-af12-550b0fe56146,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,62,dummy,dummy,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-02-01 00:00:00,,Room 3; under the window,,BVE5MB3YCEMF,,,,,,,,,,BVE5MB3YCEMF,2018-06-27 07:08:15.481425,,2018-10-22 08:50:28.525,,,,
63f67a32-6ab0-433e-8aff-cb8d778120e7,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,28,Column clash report for version 2,"<a href=""http://localhost:3000/issues/?urn=dXJuOmFkc2sud2lwcHJvZDpmcy5maWxlOnZmLktaT041SXFPU3VxcFJsX2RkSkVPY2c_dmVyc2lvbj0y&id=OTFlMThjMDctMWJhZS00OTQ5LWEwOTMtZTBhNDU1MmJiNDc4LTAwMDI0MjExLCBiMzY3MjcxMC00NzE1LTQyOTgtYTAxMy04Mzg5NjhiMDIxMTYtMDAwMjQzNmYsIGIzNjcyNzEwLTQ3MTUtNDI5OC1hMDEzLTgzODk2OGIwMjExNi0wMDAyNDNlYiwgNjEwZGRiMGEtZjM5Zi00YmQ4LTg3NDctYTgyMzdiZGJiMTJiLTAwMDI0NzkyLCA2MTBkZGIwYS1mMzlmLTRiZDgtODc0Ny1hODIzN2JkYmIxMmItMDAwMjQ4MWMsIDkxZTE4YzA3LTFiYWUtNDk0OS1hMDkzLWUwYTQ1NTJiYjQ3OC0wMDAyNDI5YiwgOTI1YWJhMGQtZjI1NS00NjA1LWFmNmEtOTA0Y2IyNzE5NDE3LTAwMDI0ZTIzLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRiNDcsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGFmNiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0ZDMyLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRhYzUsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGE4NiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0OWVkDQo"" target=""_blank"">Click to view issues</a>",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,closed,200809251332541,user,,,,urn:adsk.wipprod:dm.lineage:KZON5IqOSuqpRl_ddJEOcg,200809251332541,,,sdfsdf,200809251332541,2018-11-07 13:42:53.369132,,,200809251332541,2018-11-07 13:42:53.369165,200809251332541,2018-11-05 23:12:36.162408,200809251332541,2018-11-07 13:42:57.32486,,,,
3dbafb24-c1ba-49b0-9c84-154187ff983e,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,63,dummy,dummy,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-02-01 00:00:00,,Room 3; under the window,,H525MUVW4AAB,,,,,,,,,,H525MUVW4AAB,2018-06-27 07:10:48.61735,,2018-10-22 11:49:26.788,,,,
5a56bd08-32bc-4111-866d-6599c201434e,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,40,Column clash report for version 4,"<a href=""http://revitdesigncheck.herokuapp.com/issues/?urn=dXJuOmFkc2sud2lwcHJvZDpmcy5maWxlOnZmLkNZX19JNWJnVDg2VEVHMlladlIxaXc_dmVyc2lvbj00&id=OTFlMThjMDctMWJhZS00OTQ5LWEwOTMtZTBhNDU1MmJiNDc4LTAwMDI0MjExLCBiMzY3MjcxMC00NzE1LTQyOTgtYTAxMy04Mzg5NjhiMDIxMTYtMDAwMjQzNmYsIGIzNjcyNzEwLTQ3MTUtNDI5OC1hMDEzLTgzODk2OGIwMjExNi0wMDAyNDNlYiwgNjEwZGRiMGEtZjM5Zi00YmQ4LTg3NDctYTgyMzdiZGJiMTJiLTAwMDI0NzkyLCA2MTBkZGIwYS1mMzlmLTRiZDgtODc0Ny1hODIzN2JkYmIxMmItMDAwMjQ4MWMsIDkxZTE4YzA3LTFiYWUtNDk0OS1hMDkzLWUwYTQ1NTJiYjQ3OC0wMDAyNDI5YiwgOTI1YWJhMGQtZjI1NS00NjA1LWFmNmEtOTA0Y2IyNzE5NDE3LTAwMDI0ZTIzLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRiNDcsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGFmNiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0ZDMyLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRhYzUsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGE4NiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0OWVkDQo"" target=""_blank"">Click to view issues</a>",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,open,,,,,,urn:adsk.wipprod:dm.lineage:CY__I5bgT86TEG2YZvR1iw,200809251332541,,,,,,200809251332541,2018-11-07 16:21:55.976424,,,200809251332541,2018-11-07 16:21:55.987158,200809251332541,2018-11-07 16:21:58.628775,,,,
66dffe96-9689-453b-ae8e-9374d5b226ed,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,4,Xiaodong Create Issue by API,Xiaodong Create Issue by API,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462016,role,2018-02-01 00:00:00,,Room 3; under the window,,200902260532621,,,,,,,,,,200902260532621,2018-06-04 14:39:03.525094,,2018-10-22 08:50:25.102,,,,
0fb037b5-1e7a-4204-84ac-6a9964ea88ef,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,33,roof,"",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,closed,200809251332541,user,,,,urn:adsk.wipprod:dm.lineage:j0JroTXEQXCWgqcR2L20ag,200809251332541,,,sdfsdf,200809251332541,2018-11-07 13:41:46.229891,200809251332541,2018-11-07 10:42:32.935635,200809251332541,2018-11-07 13:41:46.229955,200809251332541,2018-11-07 10:42:32.94611,200809251332541,2018-11-07 13:41:49.942821,,,,
13928a61-3244-4793-9183-71edb380bab6,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,32,rail,"",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,closed,200809251332541,user,,,,urn:adsk.wipprod:dm.lineage:j0JroTXEQXCWgqcR2L20ag,200809251332541,,,sdfsdf,200809251332541,2018-11-07 13:41:59.446504,200809251332541,2018-11-07 10:42:15.29853,200809251332541,2018-11-07 13:41:59.446539,200809251332541,2018-11-07 10:42:15.309384,200809251332541,2018-11-07 13:42:01.828989,,,,
ea2ba7a8-c2ba-40d4-bc1d-910211dec086,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,30,Column clash report for version 13,"<a href=""http://revitdesigncheck.herokuapp.com/issues/?urn=dXJuOmFkc2sud2lwcHJvZDpmcy5maWxlOnZmLktaT041SXFPU3VxcFJsX2RkSkVPY2c_dmVyc2lvbj0xMw&id=OTFlMThjMDctMWJhZS00OTQ5LWEwOTMtZTBhNDU1MmJiNDc4LTAwMDI0MjExLCBiMzY3MjcxMC00NzE1LTQyOTgtYTAxMy04Mzg5NjhiMDIxMTYtMDAwMjQzNmYsIGIzNjcyNzEwLTQ3MTUtNDI5OC1hMDEzLTgzODk2OGIwMjExNi0wMDAyNDNlYiwgNjEwZGRiMGEtZjM5Zi00YmQ4LTg3NDctYTgyMzdiZGJiMTJiLTAwMDI0NzkyLCA2MTBkZGIwYS1mMzlmLTRiZDgtODc0Ny1hODIzN2JkYmIxMmItMDAwMjQ4MWMsIDkxZTE4YzA3LTFiYWUtNDk0OS1hMDkzLWUwYTQ1NTJiYjQ3OC0wMDAyNDI5YiwgOTI1YWJhMGQtZjI1NS00NjA1LWFmNmEtOTA0Y2IyNzE5NDE3LTAwMDI0ZTIzLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRiNDcsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGFmNiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0ZDMyLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRhYzUsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGE4NiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0OWVkDQo"" target=""_blank"">Click to view issues</a>",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,closed,200809251332541,user,,,,urn:adsk.wipprod:dm.lineage:KZON5IqOSuqpRl_ddJEOcg,200809251332541,,,sdfsdf,200809251332541,2018-11-07 13:42:34.179974,200809251332541,2018-11-06 20:48:51.505142,200809251332541,2018-11-07 13:42:34.180012,200809251332541,2018-11-06 20:48:51.514555,200809251332541,2018-11-07 13:42:40.005045,,,,
d5164623-46bf-45d2-9053-c5b213eaeb60,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,29,Column clash report for version 12,"<a href=""http://localhost:3000/issues/?urn=dXJuOmFkc2sud2lwcHJvZDpmcy5maWxlOnZmLktaT041SXFPU3VxcFJsX2RkSkVPY2c_dmVyc2lvbj0xMg&id=OTFlMThjMDctMWJhZS00OTQ5LWEwOTMtZTBhNDU1MmJiNDc4LTAwMDI0MjExLCBiMzY3MjcxMC00NzE1LTQyOTgtYTAxMy04Mzg5NjhiMDIxMTYtMDAwMjQzNmYsIGIzNjcyNzEwLTQ3MTUtNDI5OC1hMDEzLTgzODk2OGIwMjExNi0wMDAyNDNlYiwgNjEwZGRiMGEtZjM5Zi00YmQ4LTg3NDctYTgyMzdiZGJiMTJiLTAwMDI0NzkyLCA2MTBkZGIwYS1mMzlmLTRiZDgtODc0Ny1hODIzN2JkYmIxMmItMDAwMjQ4MWMsIDkxZTE4YzA3LTFiYWUtNDk0OS1hMDkzLWUwYTQ1NTJiYjQ3OC0wMDAyNDI5YiwgOTI1YWJhMGQtZjI1NS00NjA1LWFmNmEtOTA0Y2IyNzE5NDE3LTAwMDI0ZTIzLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRiNDcsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGFmNiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0ZDMyLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRhYzUsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGE4NiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0OWVkDQo"" target=""_blank"">Click to view issues</a>",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,closed,200809251332541,user,,,,urn:adsk.wipprod:dm.lineage:KZON5IqOSuqpRl_ddJEOcg,200809251332541,,,sdfsdf,200809251332541,2018-11-07 13:42:41.560114,200809251332541,2018-11-06 20:34:41.536335,200809251332541,2018-11-07 13:42:41.560141,200809251332541,2018-11-06 20:34:41.546576,200809251332541,2018-11-07 13:42:46.570114,,,,
c43ef4b7-88db-48d6-bd4c-cb85f33607a8,a4f95080-84fe-4281-8d0a-bd8c885695e0,b7a13196-6f69-430b-ad54-114dfb4e46d8,39,Column clash report for version 4,"<a href=""http://revitdesigncheck.herokuapp.com/issues/?urn=dXJuOmFkc2sud2lwcHJvZDpmcy5maWxlOnZmLkNZX19JNWJnVDg2VEVHMlladlIxaXc_dmVyc2lvbj00&id=OTFlMThjMDctMWJhZS00OTQ5LWEwOTMtZTBhNDU1MmJiNDc4LTAwMDI0MjExLCBiMzY3MjcxMC00NzE1LTQyOTgtYTAxMy04Mzg5NjhiMDIxMTYtMDAwMjQzNmYsIGIzNjcyNzEwLTQ3MTUtNDI5OC1hMDEzLTgzODk2OGIwMjExNi0wMDAyNDNlYiwgNjEwZGRiMGEtZjM5Zi00YmQ4LTg3NDctYTgyMzdiZGJiMTJiLTAwMDI0NzkyLCA2MTBkZGIwYS1mMzlmLTRiZDgtODc0Ny1hODIzN2JkYmIxMmItMDAwMjQ4MWMsIDkxZTE4YzA3LTFiYWUtNDk0OS1hMDkzLWUwYTQ1NTJiYjQ3OC0wMDAyNDI5YiwgOTI1YWJhMGQtZjI1NS00NjA1LWFmNmEtOTA0Y2IyNzE5NDE3LTAwMDI0ZTIzLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRiNDcsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGFmNiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0ZDMyLCBjYTU3NjJiNS0wZjQ2LTRhMmYtODU5OS0xZDFhNWRkMTlhODEtMDAwMjRhYzUsIGNhNTc2MmI1LTBmNDYtNGEyZi04NTk5LTFkMWE1ZGQxOWE4MS0wMDAyNGE4NiwgY2E1NzYyYjUtMGY0Ni00YTJmLTg1OTktMWQxYTVkZDE5YTgxLTAwMDI0OWVkDQo"" target=""_blank"">Click to view issues</a>",55cd9588-29eb-4aeb-8898-d2e9805073b8,a46ff2ce-5858-448a-877f-720a1e418ccd,open,,,,,,urn:adsk.wipprod:dm.lineage:CY__I5bgT86TEG2YZvR1iw,200809251332541,,,,,,200809251332541,2018-11-07 16:21:07.526699,,,200809251332541,2018-11-07 16:21:07.536721,200809251332541,2018-11-07 16:21:11.067693,,,,
a64d6248-8db6-487d-a583-62d2787693f6,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,67,Xiaodong Test Issue with Pushpin,Xiaodong Test Issue with Pushpin,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,closed,200902260532621,user,2018-06-30 00:00:00,,,urn:adsk.wipprod:dm.lineage:_COiRFBWQrq9dwMwBd8dDQ,200902260532621,,,to test,200902260532621,2018-06-30 06:38:55.747389,,,200902260532621,2018-06-30 06:40:48.457573,200902260532621,2018-06-28 13:12:27.57411,,2018-10-22 11:49:27.48,,,,
0b39387f-eb24-4c5d-ae30-409dd0335cd1,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,10,Xiaodong Create Issue by UI (role),Xiaodong Create Issue by UI (role),59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462022,role,2018-06-14 00:00:00,,,,200902260532621,,,,,,,,,,200902260532621,2018-06-10 16:07:09.258484,,2018-10-22 08:50:25.133,,,,
0bb4ec8e-485c-4a08-a989-b956165190dd,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,7,Xiaodong Create Issue by API (unspecific assigned to),Xiaodong Create Issue by API,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462012,role,2018-02-01 00:00:00,,Room 3; under the window,,200902260532621,,,,,,,,,,200902260532621,2018-06-10 15:55:20.743252,,2018-10-22 08:50:25.109,,,,
ba3bf43e-5a7c-4b52-b924-9c1463b8c54a,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,12,Xiaodong Test Issue in 2D in UI,"",59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462008,company,2018-06-23 00:00:00,,Room 4,urn:adsk.wipprod:dm.lineage:SfyXWKGdQP-pG0TR6-nI9w,200902260532621,,,,,,,,,,200902260532621,2018-06-10 16:31:02.946653,,2018-10-22 08:50:25.147,,,,
