issue_type_id,bim360_account_id,bim360_project_id,issue_type,is_active,created_by,created_at,updated_by,updated_at,deleted_by,deleted_at
f695f093-f9cf-4d9c-9590-cf4f9718063a,a4f95080-84fe-4281-8d0a-bd8c885695e0,61fe4298-f88b-436d-9ae8-1b761da05624,Work List,f,System,2019-09-30 03:35:30.18,System,2019-09-30 03:35:30.18,,
94c39fb1-25c4-4de4-bd25-7dfa6a29cff7,a4f95080-84fe-4281-8d0a-bd8c885695e0,61fe4298-f88b-436d-9ae8-1b761da05624,Observation,t,System,2019-09-30 03:35:30.18,System,2019-09-30 03:35:30.18,,
6d953786-6720-4006-998a-dfebc07d4f9c,a4f95080-84fe-4281-8d0a-bd8c885695e0,61fe4298-f88b-436d-9ae8-1b761da05624,Warranty,f,System,2019-09-30 03:35:30.18,System,2019-09-30 03:35:30.18,,
a5594d6e-6156-40a2-9c0d-13810edfec43,a4f95080-84fe-4281-8d0a-bd8c885695e0,61fe4298-f88b-436d-9ae8-1b761da05624,Coordination,t,System,2019-09-30 03:35:30.18,System,2019-09-30 03:35:30.18,,
aebba60c-e1ef-4f92-805b-a5ef4d3e9f9e,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Quality,t,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
d4ab2434-3622-439b-9fe2-f831591d472a,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Safety,t,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
7f77d637-0d17-45fe-9296-71692d03f21b,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Punch List,t,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
e97c9e52-5b52-44f8-bc3b-13fedfcb3505,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Commissioning,t,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
af023f89-41b7-44dc-ad62-ae49282b6d0e,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Work List,f,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
81c8405e-6a53-4d40-8388-f5dc5b9db6bb,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Observation,t,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
71e00b7a-8c72-4856-9ec6-f96e9de348f4,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,Warranty,f,System,2018-08-02 08:54:31.216,System,2018-11-08 05:43:22.568,,
8a8ea7e0-044c-4019-a5ec-8f86e4b4470d,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Quality,t,System,2018-08-02 08:33:34.374,System,2018-11-08 05:43:25.847,,
57ef8d1f-d0ca-43b4-8410-e6ed6544b0ec,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Safety,t,System,2018-08-02 08:33:34.374,System,2018-11-08 05:43:25.847,,
eeea45c4-9498-4004-b680-7eb35fa9379c,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Punch List,t,System,2018-08-02 08:33:34.375,System,2018-11-08 05:43:25.847,,
65238e11-e2d2-4552-87b7-37f5a622b990,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Commissioning,t,System,2018-08-02 08:33:34.375,System,2018-11-08 05:43:25.847,,
40563a98-59d5-44b4-b565-1302e42701ac,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Work List,f,System,2018-08-02 08:33:34.375,System,2018-11-08 05:43:25.847,,
d49028e6-f52b-4749-87c2-d9810b3bb24c,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Observation,t,System,2018-08-02 08:33:34.375,System,2018-11-08 05:43:25.847,,
f8722577-6354-4028-a7ab-4445af580740,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,Warranty,f,System,2018-08-02 08:33:34.375,System,2018-11-08 05:43:25.847,,
79bade52-1259-4062-9058-13e246707b5b,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Quality,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
cc953477-cd3a-40e4-b6d3-cd8be5f28e2b,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Safety,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
f307ae68-d3f0-46ce-8eef-851297187a7f,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Punch List,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
16b2b46f-9053-4bc2-9e64-027e91516ee9,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Commissioning,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
5632e46b-fc40-410b-91f4-628d75a15a5b,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Work List,f,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
00f1386e-11c6-4905-944e-d65938dbb9ec,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Observation,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
d50e02ef-d120-4687-90be-4cf466920698,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Warranty,f,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
c6920a93-6395-4d25-b402-a165402ccf10,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Coordination,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.033,,
64099ec2-d774-42b5-a324-39122b24913b,a4f95080-84fe-4281-8d0a-bd8c885695e0,27d04ee1-160c-43f2-9f61-67bd342acfb1,Design,t,System,2019-03-27 04:44:30.033,System,2019-03-27 04:44:30.05,,
4e56c69f-507c-4caf-ae74-c5a273617198,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Quality,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
fb552225-039d-43d7-b5ac-206e24624c06,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Safety,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
a3393dbd-df14-4922-8f4c-a07202591ef2,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Punch List,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
24f6af17-e62b-4b60-b714-c61a07582b06,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Commissioning,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
c2412eb4-06b0-4a37-98b4-c7beab627955,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Work List,f,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
f2ff1a43-7a98-48b4-9bd1-496e5fd65fb0,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Observation,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
140fdba4-feb8-4556-98bc-88c24cdd0bd6,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Warranty,f,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
ec780830-fadf-438d-8bab-ccd00e1a6051,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Coordination,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.037,,
5a5d334c-ba50-4856-ab0d-ca57d5fc07a2,a4f95080-84fe-4281-8d0a-bd8c885695e0,9516de10-7a65-45f1-a0b1-658a18e78a0e,Design,t,System,2019-03-27 04:46:30.037,System,2019-03-27 04:46:30.051,,
538331bd-5713-458e-93fb-18beb194b8e5,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Quality,t,System,2018-08-02 08:48:18.238,System,2018-11-08 06:54:17.257,,
ddeb6336-9f92-4e1c-a048-56dc4c1fdb2f,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Safety,t,System,2018-08-02 08:48:18.238,System,2018-11-08 06:54:17.257,,
1408aa5f-9761-4a69-bac6-ae50c4e4130b,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Punch List,t,System,2018-08-02 08:48:18.238,System,2018-11-08 06:54:17.257,,
8c26f59f-e830-4b17-9f95-7a32246f3edb,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Commissioning,t,System,2018-08-02 08:48:18.238,System,2018-11-08 06:54:17.257,,
af5b7428-1611-4713-836e-2835fa8f59e0,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Work List,f,System,2018-08-02 08:48:18.239,System,2018-11-08 06:54:17.257,,
506b1044-33b7-4554-9b4a-7e3e4e2c152d,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Observation,t,System,2018-08-02 08:48:18.239,System,2018-11-08 06:54:17.257,,
1a52c40e-1a6c-4d22-9177-adf09933ed20,a4f95080-84fe-4281-8d0a-bd8c885695e0,4344f3c5-4299-497b-b3d9-8cd9a7f281eb,Warranty,f,System,2018-08-02 08:48:18.239,System,2018-11-08 06:54:17.257,,
8973064c-6a8d-42aa-bc8e-84d884472c91,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Quality,t,System,2018-08-02 08:47:36.397,System,2018-11-08 06:56:26.523,,
9e44160c-0111-4a18-9f83-de5138080070,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Safety,t,System,2018-08-02 08:47:36.397,System,2018-11-08 06:56:26.523,,
e6af68d7-4700-4a9c-a72e-db57bded1a88,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Punch List,t,System,2018-08-02 08:47:36.398,System,2018-11-08 06:56:26.523,,
3e0cbfcc-86fb-47d2-a9a2-9f064b5624cf,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Commissioning,t,System,2018-08-02 08:47:36.398,System,2018-11-08 06:56:26.523,,
46d5e3e3-94c5-42d7-9f17-9eef50787893,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Work List,f,System,2018-08-02 08:47:36.398,System,2018-11-08 06:56:26.523,,
c7fd2d6b-6714-4970-bef3-0ed395a3316c,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Observation,t,System,2018-08-02 08:47:36.398,System,2018-11-08 06:56:26.523,,
19934bf2-fbc4-497b-a379-5a80ad88e59e,a4f95080-84fe-4281-8d0a-bd8c885695e0,e3186295-48a6-4569-9473-55eae29c8a18,Warranty,f,System,2018-08-02 08:47:36.398,System,2018-11-08 06:56:26.523,,
08f6e599-76e9-4af9-9de8-9ef7cb8e24cc,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Quality,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
665b005c-6838-47c5-83c9-e3b8a9d82e1e,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Safety,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
377b639f-18af-486a-9fef-58c837e1b952,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Punch List,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
af4d03cc-527b-4311-83b6-ed8beca8a0b7,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Commissioning,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
71141672-a7da-4831-940b-a2e8b3bd7bee,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Work List,f,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
4f674963-fdca-4d98-87a2-3860eb1a1897,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Observation,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
6d587d3c-63a5-4ba5-91b3-b4060fa62338,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Warranty,f,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.64,,
8adee627-6c5d-419c-86e6-2f2dd4afb5f7,a4f95080-84fe-4281-8d0a-bd8c885695e0,18f4f2b0-e434-4e77-be05-031eeb04c156,Coordination,t,,2018-10-15 15:39:30.045,,2018-11-08 05:09:18.643,,
95fa1cd8-b9d7-472e-b553-fcc963ddc698,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Quality,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
ac45a7db-af6b-4cbd-9541-c59688208e88,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Safety,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
d13345b1-d48b-43fc-83c3-161384f254f5,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Punch List,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
e199bcf2-b498-4faa-bcfb-fb84bfc935de,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Commissioning,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
f1091b4a-8c36-4723-97b1-20da990e02cb,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Work List,f,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
17f7ff4d-aba4-4702-b91d-134bb03c4a52,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Design,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.212,,
e4ef153b-5bf1-4b78-8b07-8a2df7c6b33c,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Observation,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
3396a288-8ad0-4849-b569-3d44310b7589,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Warranty,f,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
7b6a8484-8f89-4d96-948b-9e113d2806f2,a4f95080-84fe-4281-8d0a-bd8c885695e0,697559af-1b6d-43c4-b935-aac4d4517d6a,Coordination,t,System,2020-02-17 04:52:30.186,System,2020-02-17 04:52:30.186,,
b76b4f63-d77d-4b08-ba27-d125ca73855f,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Quality,t,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
26badc0c-1b1f-401b-8327-4e2301dec893,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Safety,t,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
4d6c3df7-6b57-4427-9fe0-37975e1b5d71,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Punch List,t,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
4628acdd-f2c8-4d51-9e10-293d755b8c22,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Commissioning,t,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
2c42597d-8a45-49c4-9b55-46d270ec4bb4,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Work List,f,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
068a9628-4a0c-4b35-9035-1fad8b66cd09,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Observation,t,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
fb06bb43-4418-4929-934f-210accfb0208,a4f95080-84fe-4281-8d0a-bd8c885695e0,7d45d4d7-0870-40cb-81e4-ac66d3201b68,Warranty,f,System,2018-08-02 08:24:10.678,System,2018-11-08 05:09:29.583,,
f41d8b4d-0948-43f5-865b-7e90b8720a72,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Quality,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
10565022-3db9-456f-9b5a-68643ed2709d,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Safety,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
1c15fb9e-eab5-4b11-95ab-c0ef4bc12b6b,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Punch List,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
fb6a2a82-cb19-4f37-852b-16fb847598f5,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Commissioning,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
c204d41e-8e7c-4770-b34b-e5af7b2c186b,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Design,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.243,,
39188e66-0877-4a5b-a50e-cc9ff22f8f13,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Work List,f,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
9eae2c1d-378f-445e-befd-67381f5c30e6,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Observation,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
f9b771ed-2785-4808-a3c9-7d90fe203f20,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Warranty,f,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
9508186b-113b-4593-b1b7-5f3ff5c3efa2,a4f95080-84fe-4281-8d0a-bd8c885695e0,ada98c92-66f7-4069-81da-6ac22126bd0d,Coordination,t,System,2019-09-29 05:21:30.208,System,2019-09-29 05:21:30.208,,
a635f7da-f470-44e3-93b5-9fdc8cc8dffa,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Quality,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
05bb77c0-4191-47fb-9829-404e1eb4a021,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Safety,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
366e3c33-34d0-40a6-9c4e-a02cbbba2994,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Punch List,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
ea67c286-7ebd-4c12-882c-d8db2381f8a7,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Commissioning,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
c1725fe9-37e3-406f-9bb5-6b0b30930d4d,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Work List,f,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
9ce13eba-b9c8-4b70-975c-e9ea6204e2c6,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Observation,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
ebe3c7a8-e8a9-427e-afb0-2b186f17a0e8,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Warranty,f,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
3b858bb6-4f5b-438c-a388-2e62a0c00436,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Coordination,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.163,,
c2fd385a-6b5c-4772-a4a5-311145c80bdb,a4f95080-84fe-4281-8d0a-bd8c885695e0,19d2715b-8bdf-4949-b378-5ee5adac3593,Design,t,System,2019-09-29 19:14:30.163,System,2019-09-29 19:14:30.203,,
eea72e7f-1e43-44b7-bb23-23679f790d9b,a4f95080-84fe-4281-8d0a-bd8c885695e0,5c0cd388-701e-4a9e-b7f8-fd0298fc0d3d,Commissioning,t,System,2018-08-02 08:07:11.3,System,2018-11-08 06:45:08.016,,
ca426477-d208-4443-8f62-14561e7cb4fa,a4f95080-84fe-4281-8d0a-bd8c885695e0,5c0cd388-701e-4a9e-b7f8-fd0298fc0d3d,Work List,f,System,2018-08-02 08:07:11.3,System,2018-11-08 06:45:08.016,,
1566f158-c519-4f19-850e-c271506fc997,a4f95080-84fe-4281-8d0a-bd8c885695e0,5c0cd388-701e-4a9e-b7f8-fd0298fc0d3d,Observation,t,System,2018-08-02 08:07:11.3,System,2018-11-08 06:45:08.016,,
143f26a3-abc6-40c1-a6aa-a06cc53acf20,a4f95080-84fe-4281-8d0a-bd8c885695e0,5c0cd388-701e-4a9e-b7f8-fd0298fc0d3d,Warranty,f,System,2018-08-02 08:07:11.3,System,2018-11-08 06:45:08.016,,
5a7c616d-daaa-42d3-9dc8-75e51b83b2ee,a4f95080-84fe-4281-8d0a-bd8c885695e0,155d17e0-9eeb-4c22-a88e-08848fef7da5,Quality,t,System,2019-11-28 03:16:00.255,System,2019-11-28 03:16:00.255,,
be7810ee-a379-460d-b9e8-fec0c5e83264,a4f95080-84fe-4281-8d0a-bd8c885695e0,155d17e0-9eeb-4c22-a88e-08848fef7da5,Safety,t,System,2019-11-28 03:16:00.255,System,2019-11-28 03:16:00.255,,
736f01b9-a662-4b68-b763-0ee12d428661,a4f95080-84fe-4281-8d0a-bd8c885695e0,155d17e0-9eeb-4c22-a88e-08848fef7da5,Punch List,t,System,2019-11-28 03:16:00.255,System,2019-11-28 03:16:00.255,,
67b7baa2-7bb2-4cd4-a09e-735ea9f76827,a4f95080-84fe-4281-8d0a-bd8c885695e0,155d17e0-9eeb-4c22-a88e-08848fef7da5,Commissioning,t,System,2019-11-28 03:16:00.255,System,2019-11-28 03:16:00.255,,
